1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,1
1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,4,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1

0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,1,14,0,0,0,0,11,0,11,0,0,0,0,0,13,1,0,0
5,1,14,0,0,0,0,0,12,0,12,0,0,0,0,0,0,13,1,2
7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
7,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8
7,0,7,0,8,0,0,0,0,0,0,0,0,0,0,7,0,8,0,8
7,0,7,0,8,0,0,0,0,0,0,0,0,0,0,13,1,14,0,8
7,0,13,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
7,11,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,11,8
6,4,9,0,0,0,0,0,12,0,12,0,0,0,0,0,0,10,4,3
0,0,4,9,11,11,11,11,11,11,11,11,11,11,11,11,10,4,0,0
0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
