1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,0,0,0,1,1,1,1,0,2,0,0,1,1,1,1,1,1,1
1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1
1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,3,0,1
1,4,2,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1

5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,11,11,11,11,0,0,0,0,11,11,11,11,11,11,8
7,0,0,0,13,1,1,1,0,8,0,0,13,1,1,1,1,1,1,8
7,0,0,0,0,0,0,7,0,9,11,11,0,0,0,0,0,0,0,8
7,0,0,11,11,11,0,13,1,1,1,0,8,0,0,11,0,0,0,8
7,0,7,0,1,1,14,0,0,0,7,0,8,0,7,0,8,0,0,8
7,0,7,0,8,0,11,0,0,11,10,0,8,0,7,0,8,0,0,8
7,0,7,0,8,7,0,8,13,1,1,1,14,0,7,0,8,0,0,8
7,0,7,0,8,7,0,8,0,0,0,0,0,0,7,0,8,0,0,8
7,11,10,0,9,10,0,9,11,11,11,11,11,11,10,0,9,11,11,8
6,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,3
